target_field,records,feature,image_size,hog_dimension,selected_model,model,variant,val_balanced_accuracy,test_balanced_accuracy,balanced_accuracy_delta_vs_original,test_macro_f1,macro_f1_delta_vs_original,prediction_flip_rate_vs_original,n_predicted_classes_not_in_test,predicted_classes_not_in_test,seed
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,time_reverse,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,original,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,log_clip,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,zscore_clip,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,amplitude_jitter,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_top_band,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_bottom_band,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_border,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,time_reverse,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,original,0.21428571428571427,0.03571428571428571,0.0,0.041666666666666664,0.0,0.0,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,log_clip,0.21428571428571427,0.5,0.4642857142857143,0.3684210526315789,0.32675438596491224,0.9166666666666666,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,zscore_clip,0.21428571428571427,0.2857142857142857,0.25,0.2318840579710145,0.19021739130434784,0.2916666666666667,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,amplitude_jitter,0.21428571428571427,0.03571428571428571,0.0,0.041666666666666664,0.0,0.0,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_top_band,0.21428571428571427,0.07142857142857142,0.03571428571428571,0.0784313725490196,0.03676470588235294,0.041666666666666664,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_bottom_band,0.21428571428571427,0.03571428571428571,0.0,0.041666666666666664,0.0,0.0,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_border,0.21428571428571427,0.07142857142857142,0.03571428571428571,0.08333333333333333,0.041666666666666664,0.08333333333333333,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,time_reverse,0.21428571428571427,0.5,0.4642857142857143,0.3684210526315789,0.32675438596491224,0.9166666666666666,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,original,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,log_clip,0.14285714285714285,0.5,0.3214285714285714,0.3684210526315789,0.19298245614035087,0.7916666666666666,0.0,,20260811
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,zscore_clip,0.14285714285714285,0.5,0.3214285714285714,0.3333333333333333,0.15789473684210525,0.375,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,amplitude_jitter,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_top_band,0.14285714285714285,0.21428571428571427,0.0357142857142857,0.19047619047619047,0.015037593984962405,0.08333333333333333,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_bottom_band,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_border,0.14285714285714285,0.5,0.3214285714285714,0.3111111111111111,0.13567251461988306,0.4583333333333333,1.0,None,20260811
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,time_reverse,0.14285714285714285,0.5,0.3214285714285714,0.3684210526315789,0.19298245614035087,0.7916666666666666,0.0,,20260811
Land type,93,hog,64,1764,extra_trees,dummy_majority,original,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,dummy_majority,log_clip,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,dummy_majority,zscore_clip,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,dummy_majority,amplitude_jitter,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,dummy_majority,remove_top_band,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,dummy_majority,remove_bottom_band,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,dummy_majority,remove_border,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,dummy_majority,time_reverse,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,extra_trees,original,0.4,0.4047619047619047,0.0,0.24444444444444446,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,extra_trees,log_clip,0.4,0.07142857142857142,-0.33333333333333326,0.07894736842105263,-0.16549707602339184,0.875,1.0,Street/Cycling road,20260812
Land type,93,hog,64,1764,extra_trees,extra_trees,zscore_clip,0.4,0.5761904761904763,0.17142857142857154,0.48932676518883417,0.2448823207443897,0.4583333333333333,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,extra_trees,amplitude_jitter,0.4,0.4047619047619047,0.0,0.24444444444444446,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,extra_trees,remove_top_band,0.4,0.4047619047619047,0.0,0.24444444444444446,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,extra_trees,remove_bottom_band,0.4,0.4047619047619047,0.0,0.24444444444444446,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,extra_trees,remove_border,0.4,0.4523809523809524,0.04761904761904767,0.31432748538011696,0.06988304093567249,0.125,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,extra_trees,time_reverse,0.4,0.3333333333333333,-0.0714285714285714,0.24561403508771928,0.0011695906432748204,0.8333333333333334,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,rbf_svm,original,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,rbf_svm,log_clip,0.375,0.3333333333333333,-0.21428571428571425,0.24561403508771928,-0.17982456140350872,0.5833333333333334,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,rbf_svm,zscore_clip,0.375,0.6666666666666666,0.11904761904761907,0.5599343185550082,0.1344957220637802,0.20833333333333334,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,rbf_svm,amplitude_jitter,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,rbf_svm,remove_top_band,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,rbf_svm,remove_bottom_band,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,rbf_svm,remove_border,0.375,0.6,0.05238095238095242,0.5162393162393163,0.09080071974808829,0.25,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,rbf_svm,time_reverse,0.375,0.3333333333333333,-0.21428571428571425,0.24561403508771928,-0.17982456140350872,0.5833333333333334,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,original,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,log_clip,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,zscore_clip,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,amplitude_jitter,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,remove_top_band,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,remove_bottom_band,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,remove_border,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,time_reverse,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,extra_trees,original,0.3333333333333333,0.3333333333333333,0.0,0.1388888888888889,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,extra_trees,log_clip,0.3333333333333333,0.3333333333333333,0.0,0.20952380952380953,0.07063492063492063,0.8333333333333334,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,extra_trees,zscore_clip,0.3333333333333333,0.6212121212121212,0.2878787878787879,0.5530492898913951,0.41416040100250623,0.4166666666666667,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,extra_trees,amplitude_jitter,0.3333333333333333,0.3333333333333333,0.0,0.1388888888888889,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,extra_trees,remove_top_band,0.3333333333333333,0.3333333333333333,0.0,0.13333333333333333,-0.005555555555555564,0.041666666666666664,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,extra_trees,remove_bottom_band,0.3333333333333333,0.3333333333333333,0.0,0.1388888888888889,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,extra_trees,remove_border,0.3333333333333333,0.4166666666666667,0.08333333333333337,0.26153846153846155,0.12264957264957266,0.16666666666666666,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,extra_trees,time_reverse,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.027777777777777762,0.9583333333333334,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,original,0.5952380952380952,0.4053030303030303,0.0,0.2698412698412698,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,log_clip,0.5952380952380952,0.3333333333333333,-0.07196969696969696,0.16666666666666666,-0.10317460317460317,0.9583333333333334,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,zscore_clip,0.5952380952380952,0.7159090909090908,0.31060606060606055,0.6170426065162907,0.3472013366750209,0.5416666666666666,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,amplitude_jitter,0.5952380952380952,0.4053030303030303,0.0,0.2698412698412698,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,remove_top_band,0.5952380952380952,0.4053030303030303,0.0,0.2648049118637354,-0.005036357977534434,0.041666666666666664,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,remove_bottom_band,0.5952380952380952,0.4053030303030303,0.0,0.2698412698412698,0.0,0.0,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,remove_border,0.5952380952380952,0.5128787878787878,0.10757575757575755,0.47179487179487184,0.201953601953602,0.4583333333333333,0.0,,20260812
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,time_reverse,0.5952380952380952,0.3333333333333333,-0.07196969696969696,0.16666666666666666,-0.10317460317460317,0.9583333333333334,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,original,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,log_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,zscore_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,amplitude_jitter,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,remove_top_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,remove_bottom_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,remove_border,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,time_reverse,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,original,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,log_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,zscore_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,amplitude_jitter,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,remove_top_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,remove_bottom_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,remove_border,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,time_reverse,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,original,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,log_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,zscore_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,amplitude_jitter,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,remove_top_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,remove_bottom_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,remove_border,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,time_reverse,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,original,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,log_clip,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,zscore_clip,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,amplitude_jitter,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_top_band,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_bottom_band,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_border,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,time_reverse,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,original,0.14285714285714285,0.07142857142857142,0.0,0.0784313725490196,0.0,0.0,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,log_clip,0.14285714285714285,0.5,0.4285714285714286,0.3684210526315789,0.2899896800825593,0.875,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,zscore_clip,0.14285714285714285,0.39285714285714285,0.3214285714285714,0.28205128205128205,0.20361990950226244,0.375,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,amplitude_jitter,0.14285714285714285,0.07142857142857142,0.0,0.0784313725490196,0.0,0.0,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_top_band,0.14285714285714285,0.07142857142857142,0.0,0.0784313725490196,0.0,0.0,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_bottom_band,0.14285714285714285,0.07142857142857142,0.0,0.0784313725490196,0.0,0.0,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_border,0.14285714285714285,0.07142857142857142,0.0,0.08333333333333333,0.004901960784313722,0.041666666666666664,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,time_reverse,0.14285714285714285,0.5,0.4285714285714286,0.3684210526315789,0.2899896800825593,0.875,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,original,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,log_clip,0.14285714285714285,0.5,0.3214285714285714,0.3684210526315789,0.19298245614035087,0.7916666666666666,0.0,,20260812
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,zscore_clip,0.14285714285714285,0.5,0.3214285714285714,0.3333333333333333,0.15789473684210525,0.375,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,amplitude_jitter,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_top_band,0.14285714285714285,0.21428571428571427,0.0357142857142857,0.19047619047619047,0.015037593984962405,0.08333333333333333,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_bottom_band,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_border,0.14285714285714285,0.5,0.3214285714285714,0.3111111111111111,0.13567251461988306,0.4583333333333333,1.0,None,20260812
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,time_reverse,0.14285714285714285,0.5,0.3214285714285714,0.3684210526315789,0.19298245614035087,0.7916666666666666,0.0,,20260812
Land type,93,hog,64,1764,extra_trees,dummy_majority,original,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,dummy_majority,log_clip,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,dummy_majority,zscore_clip,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,dummy_majority,amplitude_jitter,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,dummy_majority,remove_top_band,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,dummy_majority,remove_bottom_band,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,dummy_majority,remove_border,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,dummy_majority,time_reverse,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,extra_trees,original,0.3875,0.4047619047619047,0.0,0.24444444444444446,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,extra_trees,log_clip,0.3875,0.09523809523809523,-0.3095238095238095,0.10526315789473684,-0.13918128654970763,0.875,1.0,Street/Cycling road,20260813
Land type,93,hog,64,1764,extra_trees,extra_trees,zscore_clip,0.3875,0.6190476190476191,0.21428571428571436,0.5046296296296297,0.2601851851851852,0.375,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,extra_trees,amplitude_jitter,0.3875,0.4047619047619047,0.0,0.24444444444444446,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,extra_trees,remove_top_band,0.3875,0.4047619047619047,0.0,0.24444444444444446,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,extra_trees,remove_bottom_band,0.3875,0.4047619047619047,0.0,0.24444444444444446,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,extra_trees,remove_border,0.3875,0.4761904761904762,0.07142857142857151,0.34492753623188405,0.10048309178743958,0.16666666666666666,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,extra_trees,time_reverse,0.3875,0.3333333333333333,-0.0714285714285714,0.24561403508771928,0.0011695906432748204,0.8333333333333334,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,rbf_svm,original,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,rbf_svm,log_clip,0.375,0.3333333333333333,-0.21428571428571425,0.24561403508771928,-0.17982456140350872,0.5833333333333334,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,rbf_svm,zscore_clip,0.375,0.6666666666666666,0.11904761904761907,0.5599343185550082,0.1344957220637802,0.20833333333333334,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,rbf_svm,amplitude_jitter,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,rbf_svm,remove_top_band,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,rbf_svm,remove_bottom_band,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,rbf_svm,remove_border,0.375,0.6,0.05238095238095242,0.5162393162393163,0.09080071974808829,0.25,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,rbf_svm,time_reverse,0.375,0.3333333333333333,-0.21428571428571425,0.24561403508771928,-0.17982456140350872,0.5833333333333334,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,original,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,log_clip,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,zscore_clip,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,amplitude_jitter,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,remove_top_band,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,remove_bottom_band,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,remove_border,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,time_reverse,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,extra_trees,original,0.3333333333333333,0.4166666666666667,0.0,0.2601010101010101,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,extra_trees,log_clip,0.3333333333333333,0.3333333333333333,-0.08333333333333337,0.20952380952380953,-0.05057720057720058,0.9166666666666666,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,extra_trees,zscore_clip,0.3333333333333333,0.6212121212121212,0.20454545454545453,0.5586515307877536,0.29855052068674354,0.3333333333333333,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,extra_trees,amplitude_jitter,0.3333333333333333,0.4166666666666667,0.0,0.2601010101010101,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,extra_trees,remove_top_band,0.3333333333333333,0.4166666666666667,0.0,0.2545454545454546,-0.005555555555555536,0.041666666666666664,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,extra_trees,remove_bottom_band,0.3333333333333333,0.4166666666666667,0.0,0.2601010101010101,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,extra_trees,remove_border,0.3333333333333333,0.4166666666666667,0.0,0.2722222222222222,0.012121212121212088,0.08333333333333333,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,extra_trees,time_reverse,0.3333333333333333,0.3333333333333333,-0.08333333333333337,0.16666666666666666,-0.09343434343434345,0.875,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,original,0.5952380952380952,0.4053030303030303,0.0,0.2698412698412698,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,log_clip,0.5952380952380952,0.3333333333333333,-0.07196969696969696,0.16666666666666666,-0.10317460317460317,0.9583333333333334,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,zscore_clip,0.5952380952380952,0.7159090909090908,0.31060606060606055,0.6170426065162907,0.3472013366750209,0.5416666666666666,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,amplitude_jitter,0.5952380952380952,0.4053030303030303,0.0,0.2698412698412698,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,remove_top_band,0.5952380952380952,0.4053030303030303,0.0,0.2648049118637354,-0.005036357977534434,0.041666666666666664,0.0,,20260813
