sample_id,dataset,subset,split_role,label,source_group,image_abs_path,image_rel_path_from_cns1,image_sha256,mask_abs_path,mask_rel_path_from_cns1,mask_sha256,width_px,height_px,image_size_bytes,mask_size_bytes,foreground_ratio,has_annotation
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC305,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC305.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC305.png,c2b6e6612b37bc8d262ecb1af04ebd5f3f0db5818029c59e39815ffc7a4aeb3d,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC305.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC305.png,5ebc1c3a4fa9083aa6ef60afe77e88ff7a52eb90954f3f7ce0e4f1205a35f113,720,340,68956,6912,0.08009804,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC306,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC306.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC306.png,443a1277855cabbba766f9774bb20de5cec393db365abd3e92d41198fb4a49fe,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC306.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC306.png,2521eef6916765d125d9867571560097bce71485f9cbeb240107fb99c26deee0,720,340,125566,20300,0.23936683,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC307,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC307.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC307.png,386631231b9e63e8a6cfddaa55548789a59b601677969987365abf740aa10517,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC307.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC307.png,b41a9eb71cf86ada010bc37a92f64c19d092fd34998f2bb14463a364ca0e61be,720,340,192436,11005,0.12356209,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC308,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC308.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC308.png,7a1450201f4f2aa6445eccea5185605cced32a8e807328012d086251098f5dc2,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC308.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC308.png,08b90a12902c8a7d832a4fff0341bc1912ff7ab6e79db4b2f6dedfe002127715,720,340,168123,31873,0.28404820,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC309,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC309.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC309.png,e8bdcb685a15e3ad70c345aa8819eeb15c975ea5a9fb1f6476888de512b3db59,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC309.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC309.png,4cbef2944e95071f89443858e3927295c4fd2ecb46c16b6ee7eff339223e10ba,720,340,186611,10938,0.12049837,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC310,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC310.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC310.png,43f85c0085e1606da6142bba4d752d5cdaca33576b111914754d3ae643ca0417,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC310.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC310.png,c5553e53e53c935f9355fcfb7363ef7c363aa93a9282f7004b09c02b3d6c84cd,720,340,237043,17755,0.19297386,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC311,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC311.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC311.png,71a34e9e5fb3fe57610b3820d03bccddad28555cf9201653e21e2ea57466114f,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC311.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC311.png,0f5f2248286cdec338aef93d29fc4ace839dd5a7733851cfe8ab828a3acf35ab,720,340,217380,12489,0.12625000,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC312,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC312.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC312.png,c5d8b200cebc6a3aa7effb78b1b192253cd88ec2770c77f265a167b0581e2a25,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC312.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC312.png,0f5a1bf31af904a4d098a728cd6f06152774b54a22b0e4dc238d5b0d3ff4fb2e,720,340,237765,25887,0.25514297,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC313,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC313.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC313.png,8a04749480e792bfec3890e3cf8a6cdf6c8c7efc48ba6a7aa455860c47647b7e,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC313.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC313.png,cca78afd9db75e57f1a998ea2ae1e40867a8285f47db8b2a87a052e12e65de87,720,340,237021,17813,0.17982843,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC314,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC314.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC314.png,96defbb87ac2c70f42628e6e2668fd0c56932481efaa3e8c1218edae04072023,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC314.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC314.png,52e374254dc3670202be98d8efcdd6eb184ae654474b57fa17dcff831f999c10,720,340,186709,14757,0.16816993,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC315,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC315.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC315.png,b3a5a00cba59c935fb826e15eb0bbdd798dd5c45c10bd90b2a81884d1adb3d97,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC315.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC315.png,13e242bf833042f882f8a910ea36bd425640465187b052a8ca75df89c39d7c83,720,340,235134,15730,0.16894199,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC316,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC316.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC316.png,5deba3c65afe47980487334923b092039351a816943591fc56575bdc3636394f,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC316.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC316.png,714a0768c57d00374d21bedcfeaf87325a0a116b55246537a244b725e80d77e0,720,340,283465,26224,0.26448121,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC317,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC317.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC317.png,6d8b7586da2ec34304305db88979a320697016b3f656642df1ffc089569dfebf,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC317.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC317.png,1c3d2d04f403f5722c5623c1ce42a5e28c4ccb7dc47be1b65f94e8ab2b21c2ed,720,340,136974,9433,0.12264297,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC318,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC318.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC318.png,7e574823e5ed3488725d0999812bd84c0f88383b0ed50d3560331ad218ed3ad7,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC318.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC318.png,f02f522f50be49fcc38627ea7d07593e2ec54f3729870ed7e44f9e1b7e6d5751,720,340,233897,18617,0.19010212,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC319,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC319.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC319.png,dd6802332e9d5f09b1274b5e7932d073643cb2f445b66be454fed25305b990d6,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC319.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC319.png,da4bc43a1ec905cc72f6f1051f508cf82d7dc0f25e2ce42bafe74cef8b1bd310,720,340,233192,16968,0.18467320,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC320,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC320.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC320.png,58d7daea560aee3f200a23ad40c6e0734e220a32bb4f5e7cbb35fadc4735b4fc,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC320.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC320.png,2ebe078fd4c203279cf10bb15a6c50fd717c43b383e39499d3466f27d59e7802,720,340,172339,31286,0.27366830,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC321,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC321.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC321.png,81ca5b8c1feddfdfacd71bf0a6e74bb434821c16fbd114582ecd2ab91dbcc0d0,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC321.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC321.png,56bfa3ea263dfecfb97092d6f1be0a1c4cbadeed7b49274459f04fa60bf75500,720,340,221925,16874,0.18362745,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC322,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC322.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC322.png,779774e7f7709dea2b188fb92d19fbf7cade7b1a0d5ef42b37849002c21fd1f1,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC322.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC322.png,e0bde46354d94a75284cd4d792cbd452f52848b5ee5ca60a8a4f47e206e99550,720,340,146401,14645,0.13906454,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC323,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC323.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC323.png,a6b366545f97785a483dc15b39e6efa9af82214e3d97d3b2ebfd74e7290458a3,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC323.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC323.png,09e8f4a8dea0601043f7f43a497070b876bea9451b9a76f2e672d23a2b38762f,720,340,225830,19850,0.20564134,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC324,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC324.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC324.png,478e9366638176dfa6320c3992376f61990d28425d859f1ee7ff1101342257e2,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC324.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC324.png,2de62dcbac97bb83f91de169a157143254c525701fd4da6c8adb29d4ac2476f3,720,340,214522,12625,0.12363154,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC325,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC325.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC325.png,4f97c1e9353566c3d2c8204bc4ae2cec8bc0480f84f1174f753524c8ab041c29,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC325.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC325.png,b79327e783009d66d47b26568ee4b8bfc1725af706603f5cfc4cacb364baeb50,720,340,178258,13235,0.16078840,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC326,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC326.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC326.png,f2b83734ab411ca3a551259a5df3451f0102d1a34a0e62be907d355f89cc6539,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC326.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC326.png,2e5820bc94071199f20315496db9fd1770d6c323401c69b53315c60d30e67d51,720,340,206450,21159,0.17077614,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC327,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC327.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC327.png,5533a7c6712d5d9721a635bfac62522b86df3602cf7c5adb5f366ff9709f515e,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC327.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC327.png,060abaf02823c8e46d7adbd35273b0554706b6df89240c20ed5cacfe8658db4d,720,340,208083,24691,0.21794118,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC328,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC328.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC328.png,3505f88b55a2f2321ce6564112eb6fb678c19072314a2ce785de9190186bcedd,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC328.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC328.png,df06685019e8d6adf3140c969eeb008c5a1c2e5e18627d3e5f7c5994c87f9d36,720,340,137671,10627,0.14264706,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC329,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC329.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC329.png,53928ee9580310adc110eee76088e3081e760e41b9a6f736e0b79a90dbad8de4,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC329.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC329.png,bacc03c847859c1be8be2ec45b848ac22853f7d80bf5895d03004c82a509f57a,720,340,112875,8645,0.12162990,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC330,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC330.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC330.png,7f53505f67bd77d6f848997ba12229896d190890d65925975996a511817ce772,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC330.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC330.png,06f22b7ff319bb18926842ebcd0101057e7bcb0d128d849e71e93013bc56cad6,720,340,242504,17164,0.18364788,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC331,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC331.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC331.png,9f5f988fd522dc8f6e7a34dee311c416b5b4bd857bdbf1cfa40957504d4fa489,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC331.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC331.png,f11202e34902407210aa753daba1bd42980a478b08d1e239077392ab924493fa,720,340,232689,18505,0.20238971,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC332,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC332.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC332.png,ddc40fe6c143c59395bf3ba8961baca6176fd4657471ba4aa0c66888e2c611d9,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC332.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC332.png,9836cdc7b3a31f434a78fd5694337b4329e07c0a9d4fdc4b114e8354bb16cb10,720,340,103816,8599,0.09868873,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC333,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC333.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC333.png,ea59892801859a721a183e5384b70928de489c8d20f75cd44b939a9cc1e49ced,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC333.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC333.png,9f5085f9944d368f62608ab6238d46ce19a26ee2fab9b9c90839c92153fdb3e4,720,340,264114,23151,0.25869281,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC334,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC334.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC334.png,16ddeebfdd3230273f2850d3cb869d5aa467607fc93960311c492fbbb8c28085,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC334.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC334.png,ec71a6430f5a5985cf77b774f57645d14a574412166310585071c241aa6d91a2,720,340,242481,16580,0.17481618,true
zenodo_mcg_gpr::DOWNSTREAM::D_VALIDATION::CC335,zenodo_mcg_gpr_14270869,DOWNSTREAM,val,foreground_present,DOWNSTREAM::D_VALIDATION,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_VALIDATION\CC335.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_VALIDATION/CC335.png,de5559e7f4648e6e2f13715e19d7fc195bfc996bcf1a365ab193445f9a8afa2c,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_VALIDATION\CC335.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_VALIDATION/CC335.png,b1a851185e581e139d5486e681b1d1abb6263eddf7b49aa95405204ce5d089be,720,340,216502,14179,0.14815359,true
