dataset,protocol,sample_id,label,source_group,split_role,file_sha256,source_manifest,protocol_seed,notes
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::1,cavity,cavity::1,test,160671b257b8de06992d25330f0cd36485616b473f26a2e54a204ac8643c948a,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::21_aug_7,cavity,cavity::21,test,c47d01848ef818c9ca04ae72ebb53a8d23b9fdbf42fab62cebf01cacec7bb6af,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::21_aug_8,cavity,cavity::21,test,e5d72466f125ef6b5058b24a25280b36847faa371bff9881d8c618a0535b67f4,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::21_aug_9,cavity,cavity::21,test,91f770d7f17616cbb60b4c246d91aa0701d4a0de17d607b16ef4f1c11df756ae,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::22_aug_10,cavity,cavity::22,train,0bff74f7985181380148fea6619acc6bf16c1dacaecde1aba168a6af7dc2da93,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::22_aug_11,cavity,cavity::22,train,6b52c0b6b0ff107654968fcaa962d6e261976ca1fc867ebd6c048dc363b6e19e,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::22_aug_12,cavity,cavity::22,train,f4809abb452736ac49b6b86dbe6d987dc256f969b21cec4a16ea99ad0b03c779,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::22_aug_13,cavity,cavity::22,train,ac94ebc37bbce9190de547cb30fbb3e58d09890a258e80bfa6dd0247778c19cd,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::22_aug_7,cavity,cavity::22,train,eef40f4b68f6f472905cc9b1eeefbff69d5be45c6fb71d8ab2d463bd7af5733c,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::22_aug_8,cavity,cavity::22,train,ec5c8fb7c2b9f7843a7ad659ab4915084eae29fce3bf7ae90be5e4b5412758c0,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::22_aug_9,cavity,cavity::22,train,f98688d75f5fd1ace0087e193a5672cc38e0ae2ccdf1f7254961b20a574553d4,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::23_aug_10,cavity,cavity::23,train,8dddea510dd4f4efb3d3ba57915161c8fdae2de37d1eb3bb3ce5eabb8b606bce,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::23_aug_11,cavity,cavity::23,train,05f6fd31bddd15ba36cd0e2c307a2265edb69b784ded789034dc5ba077186c02,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::23_aug_12,cavity,cavity::23,train,fcbfe28b525928c9f68b5561839cecb0657037089bd618dd50dcc274f67431b2,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::23_aug_13,cavity,cavity::23,train,78ccfd50a389c27391a3feeaf541698285b3851320d98185f9b08ce6b9497136,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::23_aug_7,cavity,cavity::23,train,abf3425166b38c561abaf6d53aa114352450011059fa1033cfc1526ad3162a5f,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::23_aug_8,cavity,cavity::23,train,43ce45e498f9a7bb3aee1eab9157b1fc29523c81baebf075c3f05da118190911,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::23_aug_9,cavity,cavity::23,train,7459e0446d965414c36b5918150f459dfed6355a48b9e624ae7d2bae72ad9854,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::24_aug_10,cavity,cavity::24,train,bea221cea499b8b904cfb4ce1ba67203475161ef7e9ffda3fce84e7a25ab4729,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::24_aug_11,cavity,cavity::24,train,0ae0c5bef6bb9c24001258a9232f315d61ada4f47f0af5a269fe26955af7f330,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::24_aug_12,cavity,cavity::24,train,7c5cb3f365f1a5059b548044aa2a69aed1c648871dc1349d491e3cb95f9e4803,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::24_aug_13,cavity,cavity::24,train,fc661fc2f31b4cbb505a19daaae4046e22e8adf3acd4055af8660e2894855953,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::24_aug_7,cavity,cavity::24,train,dcce1bd87d368d01b62b5d70336fa07a76a82778e674ddb5eddb945b213af291,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::24_aug_8,cavity,cavity::24,train,84dc1fcdeb4103afbed41ba32d7dd86a768b45e9230d95a783f3a1e9d2de0dc7,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::24_aug_9,cavity,cavity::24,train,89b62eff81ffb4c41fba2f7798f8609875d07c00ae7bac513caac1c7e06af219,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::25_aug_10,cavity,cavity::25,train,e97d212778b08d0cbf2bf780f5f86035660ff784572a0a2a27db51294fa91a1e,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::25_aug_11,cavity,cavity::25,train,47ad8854cea949fbcd89c84556c62ec7d524362e4adc46cc66b4258530413c54,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::25_aug_12,cavity,cavity::25,train,8acb7b57a10f6e7d28001cbb190b6d9bdd94084810edb2412b521a391942948a,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::25_aug_13,cavity,cavity::25,train,2f6f39e8ea6aee26257bc92a5ef1397f4c79adea6ff52d8309873d1418d10a36,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::25_aug_7,cavity,cavity::25,train,9fe3b88b5c345b4a0f1c3caf10792e833983eadeeaffdad960545cfb5e452dd1,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::25_aug_8,cavity,cavity::25,train,2b1719fdf057c53c21696cac55e3f75d0e595de37af6d78afcc615b811be9672,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::25_aug_9,cavity,cavity::25,train,bf2e1f7a31f9e60a0e79de99ba54a4c1217ed60a975fd0728652ee2c19d762c9,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::26_aug_10,cavity,cavity::26,train,9ba06d8076883d5ff86c3bb5d12cd14ff9ea8f7eaf439a81f65218c02899f8aa,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::26_aug_11,cavity,cavity::26,train,352521a74c267cd958e12db5b7fd5e3cd013f559f5cf06894bbf597679b8aee7,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::26_aug_12,cavity,cavity::26,train,3e78d551e1110c7a9b6706c95a2fb659c381f0f3c37224ba220ceb7fbaee1981,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::26_aug_13,cavity,cavity::26,train,cf8d9b7afa7ac121e54359190e4a99f8f8af1c4af3cec37acfbec21d665f5308,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::26_aug_7,cavity,cavity::26,train,bcfebe34ce675ad6e41ec18c738be018dd9fe96dc170b267bb800bc0f07ea65e,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::26_aug_8,cavity,cavity::26,train,fd10dd55e523c5f3c96dd5253e273510c609a5b6b555f8ff2fce44fe9708b50a,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::26_aug_9,cavity,cavity::26,train,5880057e955fe028b88c152f146e1fe0c4ff0899156d1011909993cab42925b6,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::27_aug_10,cavity,cavity::27,train,4d83930f5e3fbe145b1f6a55437628096bf60859b96a50fd3311e1742e887fc4,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::27_aug_11,cavity,cavity::27,train,30194414e962e4e36c50d32a7dd25d590403694cb325f935b83e39cbedb22fe1,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::27_aug_12,cavity,cavity::27,train,5f20b09bc69182c4b981fed11cff79cf519dc7c1d3951c64a3e28ced60738878,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::27_aug_13,cavity,cavity::27,train,fc0e33e141323c9fd0f06c206d8a0745fbce5f01d9b22c02f02330704ea8ba32,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::27_aug_7,cavity,cavity::27,train,cec846ef604aac5d0ea305df2cfaa2daaf062a06d5e6080d1c2706611c0b2c2d,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::27_aug_8,cavity,cavity::27,train,ddeb80fbea2509122eadf5d6c763c0576980841910cd762a564455d0b8ba03f0,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::27_aug_9,cavity,cavity::27,train,487a023d10d2a3fc3c061dea0601dfe8bc2f3510c469d3aefb3578408d21f175,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::28_aug_10,cavity,cavity::28,train,845bb2da574199b9a6f0f5b4ea7600ca242d4d0f7ae1956784c69855f2fc4914,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::28_aug_11,cavity,cavity::28,train,ec6f5e2d16f52299396dd24b4e47f20844484c01fc3b402f201f21a20b7a5af5,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::28_aug_12,cavity,cavity::28,train,7582ef66fb61114381c104f3eebbfa289d23d0a8fe91444fa9385ffddefbfe9b,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::28_aug_13,cavity,cavity::28,train,c3b040af752f4db5d868a26da9df5bea6f8484acc1c576a160e83fe16920dac2,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::28_aug_7,cavity,cavity::28,train,d7a8f2b0d29ef609002ab590443fe30fe37ebcc585f07b153ae837e232928ce0,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::28_aug_8,cavity,cavity::28,train,50d67842fc143f66d22bd870b1fde0709d00ed1049e16713bba2f0e62ddcc661,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::28_aug_9,cavity,cavity::28,train,beec5e7e12b3107144de2e3449e520a6b9ab0536a0d6403d4403d7e5fd0e57f6,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::29_aug_10,cavity,cavity::29,train,e2ccbd288b42be6fb4a52af39e5d699b847316072a88afadc4af9f6ea9c3acee,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::29_aug_11,cavity,cavity::29,train,e8d99237e2609a8fb956bc23b5e59a684cd50d3eaaddffe79f944651adf52628,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::29_aug_12,cavity,cavity::29,train,46928c8b1892361f5e1a4e27cd735b12e3edf4ca342a841a6fe2096f4148f25e,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::29_aug_13,cavity,cavity::29,train,5f86fa93936a7a96599c18072aaac3f1f0505067fad992b2487cf404872e1219,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::29_aug_7,cavity,cavity::29,train,b5cdbade5b9fd2000446c8d229a7a2c2253a093011dceb3d7e111fa3fd5c1843,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::29_aug_8,cavity,cavity::29,train,eca1bd43502062362ed484165f0960d4eccd94a625be0a43b8069115c65ae60b,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::29_aug_9,cavity,cavity::29,train,a6005f1ba0aa6e2710682e6d4aae57de95df77f7a44e0859e9a4913bb4c7a907,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::2_aug_10,cavity,cavity::2,train,37472feb2750f5b8ea71c343fad9f2d90ef1ef477ccc706f7f94bbf972192600,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::2_aug_11,cavity,cavity::2,train,0997649b2c83dcc53f50f2c340744dd246eae2317f08e87be7edfb99f234b1f8,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::2_aug_12,cavity,cavity::2,train,edb3d387b543cfb4ed6c59e131a1b1eef1a54628c50506d0f7c0fa9e54ab831b,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::2_aug_13,cavity,cavity::2,train,7e9cc2089625e9e52cabef61c65be6eb608bd341c6b71c0a78ac1161467fa128,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::2_aug_7,cavity,cavity::2,train,6fa63206992020da3b20598066d6056d6630e1efb94ee1cb41011c2a1b3d0891,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::2_aug_8,cavity,cavity::2,train,d69754eaf70abd1c9ae66b6cc6ef7425aab4ab2f046547d638fd6d666c6c1169,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::2_aug_9,cavity,cavity::2,train,b1886c95d52f5f8e5c37b82e05fb0b2ab5a7644ffc5ecc53c3b24846c0d68347,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::30_aug_10,cavity,cavity::30,train,51a0907b9235d22d02a3dac3463fdeebf1fa8184f03af353a9acdbf780c44112,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::30_aug_11,cavity,cavity::30,train,8d7fb31cbb0af84ed19116d380b03e2aa86507534241f831e470f35b5f3faa45,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::30_aug_12,cavity,cavity::30,train,9a0fb05ad425f0d7f2601f5d0b596306aef4228d097d9276cf195e7aefe2df06,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::30_aug_13,cavity,cavity::30,train,ad5c633ef26b58115f3717bc5f58759a6a11bc97d6259f9cb7ce5ab0d9151362,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::30_aug_7,cavity,cavity::30,train,63db6090ce591231bdc3d962f692d0104fc6af31fd8cdc8d206b58b82eab652c,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::30_aug_8,cavity,cavity::30,train,bce609e242064f0c37753195dc3ac73d9427e117be0657cb2f04569cf315cda8,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::30_aug_9,cavity,cavity::30,train,fd9db675201a9409e6b8b5f7a4b5cb48127054eb61c3c43c72dcd5194c95c6a1,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::31_aug_10,cavity,cavity::31,train,f3179ff30a668780af88bb060295d348bd360045df3f12ea7ebf1046734a8a0c,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::31_aug_11,cavity,cavity::31,train,9ef9ded5bb6ac17468e03fbb494659a2cfaabc7a949b7ddebf6c923e9ed4450f,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::31_aug_12,cavity,cavity::31,train,5243f1675efd9e990f8b2e071972d8c855833eaa5e3d057bc33ebf987fec6933,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::31_aug_13,cavity,cavity::31,train,0c213a8f12fa89f032d2868e4b40d6d0e49fe03cb62cd543e8f9197b8bb5b759,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::31_aug_7,cavity,cavity::31,train,be3dc519f05d5a15e78d31657d8c67bd496b91420fa657bcc823a1631a3537e3,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::31_aug_8,cavity,cavity::31,train,d0fa8d46713a2b3391f4c426b404be8d987c1575d2a9bf57ff1642cbc25af5c4,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::31_aug_9,cavity,cavity::31,train,dee736477ac1dabcc28747dc4241266be87e52f704cc96d877f1d91754db6f8f,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::32_aug_10,cavity,cavity::32,train,a78ef93e3488b5bf8ff918324a600ce44f7b457e3243a1157b9acde72d159aff,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::32_aug_11,cavity,cavity::32,train,cc3a0c68f05d663447472fd7023f67347833cf4f84c2777044c471132dd88fa0,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::32_aug_12,cavity,cavity::32,train,00e259b402dae5487b108281638a329e6060a2d10a3372eaa87ba311bfb07ec6,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::32_aug_13,cavity,cavity::32,train,8315e82ea8da6206a2fddf074d806dd0cdf00078b02028dd3723a7555da9cfe0,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::32_aug_7,cavity,cavity::32,train,918ac29acae7af8d884bc72ad9d5bdef4523259e9cac33e0c5d0fecfba0aeabb,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::32_aug_8,cavity,cavity::32,train,8e0a459a70cfd07719ac094543cfe76145e8728e48e7029e34daece0b2058fd5,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::32_aug_9,cavity,cavity::32,train,9718c1490484d04621b45c8db0b3cfeaa93cab29fc47e08bddcb649c19f23853,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::33_aug_10,cavity,cavity::33,train,464f7797c9cddc34b2b6886ba8d84a97b858e1666d95adf0c5daf47942f81fd3,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::33_aug_11,cavity,cavity::33,train,c33b6f4123016f1ee559f7f10b1159bfc80ff15a8a334c25bf16501142fd2cce,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::33_aug_12,cavity,cavity::33,train,29d9081ddc00b64f10a51b3c7704020f39d21e2399548d557b936ba3e160b449,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
